Artist name,Stage,Day,Stage group,Start time,End time
RUPERT SHELDRAKE - MORPHIC RESONANCE,SPEAKERS FORUM,SUNDAY,GREEN FIELDS,16:15:00,17:15:00
DAVID TAYLOR -,SPEAKERS FORUM,SUNDAY,GREEN FIELDS,15:15:00,16:15:00
TIM SMIT -,SPEAKERS FORUM,SUNDAY,GREEN FIELDS,14:15:00,15:15:00
JONATHAN CAINER - ASTROLOGY,SPEAKERS FORUM,SUNDAY,GREEN FIELDS,13:15:00,14:15:00
MICHAEL EAVIS - FESTIVAL UPDATE,SPEAKERS FORUM,SUNDAY,GREEN FIELDS,12:00:00,13:00:00
DAVID TREDDINNICK MP - HOMEOPATHY,SPEAKERS FORUM,SUNDAY,GREEN FIELDS,11:00:00,12:00:00
THE LUSH CHARITY POT,SPEAKERS FORUM,SUNDAY,GREEN FIELDS,10:00:00,11:00:00
CHARLIE MILLER & THE SOUL AGENTS,CROISSANT NEUF,SUNDAY,GREEN FIELDS,1:00:00,2:00:00
THE DIRTY GENTLEMEN,CROISSANT NEUF,SUNDAY,GREEN FIELDS,23:00:00,0:30:00
TBA,CROISSANT NEUF,SUNDAY,GREEN FIELDS,17:30:00,18:30:00
WILL & THE PEOPLE,CROISSANT NEUF,SUNDAY,GREEN FIELDS,16:00:00,17:00:00
P.F.SLOAN & FRIENDS,CROISSANT NEUF,SUNDAY,GREEN FIELDS,14:30:00,15:30:00
PEOPLES STRING FOUNDATION,CROISSANT NEUF,SUNDAY,GREEN FIELDS,13:00:00,14:00:00
TRIBAL VOICES,MANDALA STAGE,SUNDAY,GREEN FIELDS,0:00:00,1:00:00
BUBBLEDUBBLE,MANDALA STAGE,SUNDAY,GREEN FIELDS,21:00:00,22:00:00
WHIMWISE,MANDALA STAGE,SUNDAY,GREEN FIELDS,20:00:00,21:00:00
INTERPLANETARY LIBERATION FRONT,MANDALA STAGE,SUNDAY,GREEN FIELDS,18:00:00,19:00:00
JAKI WINDMILL,MANDALA STAGE,SUNDAY,GREEN FIELDS,17:00:00,18:00:00
PAUL DONALDSON,MANDALA STAGE,SUNDAY,GREEN FIELDS,16:00:00,17:00:00
THE SEA KINGS,MANDALA STAGE,SUNDAY,GREEN FIELDS,15:00:00,16:00:00
BRIAN BOOTHBY,MANDALA STAGE,SUNDAY,GREEN FIELDS,14:00:00,15:00:00
ILLUMINOID FAIRYTALE 23,MANDALA STAGE,SUNDAY,GREEN FIELDS,12:00:00,13:00:00
AIRNADETTE - 'WE WILL DUB YOU',THE ASTROLABE THEATRE,SUNDAY,THEATRE AND CIRCUS,0:30:00,1:40:00
BLACKSKYWHITE,THE ASTROLABE THEATRE,SUNDAY,THEATRE AND CIRCUS,23:20:00,0:15:00
JONATHAN KAY,THE ASTROLABE THEATRE,SUNDAY,THEATRE AND CIRCUS,17:30:00,19:00:00
DEMON BARBERS XL,THE ASTROLABE THEATRE,SUNDAY,THEATRE AND CIRCUS,16:30:00,17:30:00
ANDI NEATE,THE ASTROLABE THEATRE,SUNDAY,THEATRE AND CIRCUS,16:00:00,16:30:00
TWIN PRIMES - 'X&Y',THE ASTROLABE THEATRE,SUNDAY,THEATRE AND CIRCUS,15:00:00,16:00:00
CIRCUS GEEKS - 'DOWN UP',THE ASTROLABE THEATRE,SUNDAY,THEATRE AND CIRCUS,14:20:00,14:55:00
ROD LAVER,THE ASTROLABE THEATRE,SUNDAY,THEATRE AND CIRCUS,14:05:00,14:15:00
BLACK EAGLES,THE ASTROLABE THEATRE,SUNDAY,THEATRE AND CIRCUS,13:35:00,14:00:00
LE NAVET BÊTE - 'NAPOLEON: A DEFENCE',THE ASTROLABE THEATRE,SUNDAY,THEATRE AND CIRCUS,12:30:00,13:30:00
ROY HUTCHINS' POETRY ARMY,THE ASTROLABE THEATRE,SUNDAY,THEATRE AND CIRCUS,11:30:00,12:20:00
BOWJANGLES,THE SUMMER HOUSE,SUNDAY,THEATRE AND CIRCUS,20:40:00,21:00:00
ATTENTION TO DETAIL,THE SUMMER HOUSE,SUNDAY,THEATRE AND CIRCUS,20:25:00,20:35:00
BEYOND REPAIR,THE SUMMER HOUSE,SUNDAY,THEATRE AND CIRCUS,20:00:00,20:20:00
DONALD GRANT,THE SUMMER HOUSE,SUNDAY,THEATRE AND CIRCUS,19:50:00,19:57:00
WEAPONS OF MASS PERCUSSION,THE SUMMER HOUSE,SUNDAY,THEATRE AND CIRCUS,19:05:00,19:35:00
MIK ARTISTIK'S EGO TRIP,THE SUMMER HOUSE,SUNDAY,THEATRE AND CIRCUS,18:05:00,18:50:00
GUNS OF NAVARONE,THE SUMMER HOUSE,SUNDAY,THEATRE AND CIRCUS,16:50:00,17:50:00
PAUL DABEK,THE SUMMER HOUSE,SUNDAY,THEATRE AND CIRCUS,16:05:00,16:35:00
GLORIATOR,THE SUMMER HOUSE,SUNDAY,THEATRE AND CIRCUS,15:20:00,16:00:00
1623 THEATRE COMPANY,THE SUMMER HOUSE,SUNDAY,THEATRE AND CIRCUS,14:25:00,15:15:00
FACES OF DISCO,THE SUMMER HOUSE,SUNDAY,THEATRE AND CIRCUS,13:50:00,14:20:00
ATTENTION TO DETAIL,THE SUMMER HOUSE,SUNDAY,THEATRE AND CIRCUS,13:35:00,13:45:00
EXCEPTION-ELLE,THE SUMMER HOUSE,SUNDAY,THEATRE AND CIRCUS,13:20:00,13:30:00
LEKKIDO LORD OF THE LOBSTERS,THE SUMMER HOUSE,SUNDAY,THEATRE AND CIRCUS,12:45:00,13:15:00
BEYOND REPAIR,THE SUMMER HOUSE,SUNDAY,THEATRE AND CIRCUS,12:20:00,12:40:00
BOWJANGLES,THE SUMMER HOUSE,SUNDAY,THEATRE AND CIRCUS,11:55:00,12:15:00
EXCEPTION-ELLE,THE SUMMER HOUSE,SUNDAY,THEATRE AND CIRCUS,11:40:00,11:50:00
THE LOW KEYS AND THE WILDER MEN,THE SUMMER HOUSE,SUNDAY,THEATRE AND CIRCUS,11:00:00,11:30:00
BRIEFS,CIRCUS BIG TOP,SUNDAY,THEATRE AND CIRCUS,23:05:00,23:55:00
FEEDING THE FISH,CIRCUS BIG TOP,SUNDAY,THEATRE AND CIRCUS,22:52:00,23:00:00
GRANT GOLDIE,CIRCUS BIG TOP,SUNDAY,THEATRE AND CIRCUS,22:40:00,22:47:00
ANGELIKI NIKOLAKAKI,CIRCUS BIG TOP,SUNDAY,THEATRE AND CIRCUS,22:28:00,22:35:00
SILVIA PAVONE,CIRCUS BIG TOP,SUNDAY,THEATRE AND CIRCUS,22:17:00,22:23:00
GRANT GOLDIE,CIRCUS BIG TOP,SUNDAY,THEATRE AND CIRCUS,22:05:00,22:12:00
THE MONSTER SIDESHOW,CIRCUS BIG TOP,SUNDAY,THEATRE AND CIRCUS,21:15:00,22:00:00
ANNA SAND,CIRCUS BIG TOP,SUNDAY,THEATRE AND CIRCUS,21:04:00,21:10:00
JOSH B CIRCOMEDIA,CIRCUS BIG TOP,SUNDAY,THEATRE AND CIRCUS,20:54:00,20:59:00
IVAN G TORRE,CIRCUS BIG TOP,SUNDAY,THEATRE AND CIRCUS,20:43:00,20:49:00
JOSH M AND ROSIE CIRCOMEDIA,CIRCUS BIG TOP,SUNDAY,THEATRE AND CIRCUS,20:33:00,20:38:00
OCEANE,CIRCUS BIG TOP,SUNDAY,THEATRE AND CIRCUS,20:20:00,20:28:00
VENUS,CIRCUS BIG TOP,SUNDAY,THEATRE AND CIRCUS,20:09:00,20:15:00
PAUL EVANS,CIRCUS BIG TOP,SUNDAY,THEATRE AND CIRCUS,19:57:00,20:04:00
DINO LAMPA,CIRCUS BIG TOP,SUNDAY,THEATRE AND CIRCUS,19:37:00,19:52:00
LEO AND YAM,CIRCUS BIG TOP,SUNDAY,THEATRE AND CIRCUS,18:57:00,19:32:00
SILVIA PAVONE,CIRCUS BIG TOP,SUNDAY,THEATRE AND CIRCUS,18:46:00,18:52:00
SEBASTIEN VALADE,CIRCUS BIG TOP,SUNDAY,THEATRE AND CIRCUS,18:35:00,18:41:00
ARBOR CIRCUS,CIRCUS BIG TOP,SUNDAY,THEATRE AND CIRCUS,18:20:00,18:30:00
"CHRISTOPHER ""ANASPITOS"" BULLZINI PRESENTS EQUILIBERATION",CIRCUS BIG TOP,SUNDAY,THEATRE AND CIRCUS,18:08:00,18:15:00
CIRCUS KATHMANDU,CIRCUS BIG TOP,SUNDAY,THEATRE AND CIRCUS,17:18:00,18:03:00
ROD LAVER,CIRCUS BIG TOP,SUNDAY,THEATRE AND CIRCUS,17:03:00,17:13:00
PETE MATTHEWS,CIRCUS BIG TOP,SUNDAY,THEATRE AND CIRCUS,16:48:00,16:58:00
YVETTE DU SOL,CIRCUS BIG TOP,SUNDAY,THEATRE AND CIRCUS,16:37:00,16:43:00
ZARA MACBETH,CIRCUS BIG TOP,SUNDAY,THEATRE AND CIRCUS,16:26:00,16:32:00
BLACK EAGLES,CIRCUS BIG TOP,SUNDAY,THEATRE AND CIRCUS,15:56:00,16:21:00
WOOKEY HOLE CIRCUS,CIRCUS BIG TOP,SUNDAY,THEATRE AND CIRCUS,15:36:00,15:51:00
JON UDRY,CIRCUS BIG TOP,SUNDAY,THEATRE AND CIRCUS,15:21:00,15:31:00
PAUL EVANS,CIRCUS BIG TOP,SUNDAY,THEATRE AND CIRCUS,15:09:00,15:16:00
TUMBELLINA,CIRCUS BIG TOP,SUNDAY,THEATRE AND CIRCUS,14:56:00,15:04:00
BELLA KINETICA,CIRCUS BIG TOP,SUNDAY,THEATRE AND CIRCUS,14:46:00,14:51:00
NOFIT HOWIE,CIRCUS BIG TOP,SUNDAY,THEATRE AND CIRCUS,14:33:00,14:41:00
STEVE RAWLINGS,CIRCUS BIG TOP,SUNDAY,THEATRE AND CIRCUS,14:08:00,14:28:00
JOANNA PALMER,CIRCUS BIG TOP,SUNDAY,THEATRE AND CIRCUS,13:58:00,14:03:00
DONALD GRANT,CIRCUS BIG TOP,SUNDAY,THEATRE AND CIRCUS,13:46:00,13:53:00
ARBOR CIRCUS,CIRCUS BIG TOP,SUNDAY,THEATRE AND CIRCUS,13:31:00,13:41:00
SEBASTIEN VALADE,CIRCUS BIG TOP,SUNDAY,THEATRE AND CIRCUS,13:20:00,13:26:00
JOANNA PALMER,CIRCUS BIG TOP,SUNDAY,THEATRE AND CIRCUS,13:10:00,13:15:00
SWING CIRCUS,CIRCUS BIG TOP,SUNDAY,THEATRE AND CIRCUS,12:55:00,13:05:00
EXCERPT FROM FLOWN,CIRCUS BIG TOP,SUNDAY,THEATRE AND CIRCUS,12:43:00,12:50:00
JON UDRY,CIRCUS BIG TOP,SUNDAY,THEATRE AND CIRCUS,12:28:00,12:38:00
OCEANE,CIRCUS BIG TOP,SUNDAY,THEATRE AND CIRCUS,12:15:00,12:23:00
BELLA KINETICA,CIRCUS BIG TOP,SUNDAY,THEATRE AND CIRCUS,12:05:00,12:10:00
WOOKEY HOLE CIRCUS,CIRCUS BIG TOP,SUNDAY,THEATRE AND CIRCUS,11:35:00,12:00:00
BIG BEAT,CIRCUS BIG TOP,SUNDAY,THEATRE AND CIRCUS,10:45:00,11:30:00
NEW YORK BRASS BAND,OUTSIDE CIRCUS STAGE,SUNDAY,THEATRE AND CIRCUS,20:00:00,21:00:00
ROB ROY COLLINS,OUTSIDE CIRCUS STAGE,SUNDAY,THEATRE AND CIRCUS,19:25:00,19:55:00
HERBIE TREEHEAD,OUTSIDE CIRCUS STAGE,SUNDAY,THEATRE AND CIRCUS,18:50:00,19:20:00
VENUS,OUTSIDE CIRCUS STAGE,SUNDAY,THEATRE AND CIRCUS,18:25:00,18:45:00
THE FAMOUS RUBBERBAND BOY,OUTSIDE CIRCUS STAGE,SUNDAY,THEATRE AND CIRCUS,17:50:00,18:20:00
DINO LAMPA,OUTSIDE CIRCUS STAGE,SUNDAY,THEATRE AND CIRCUS,17:15:00,17:45:00
MONSTERS OF SCHLOCK,OUTSIDE CIRCUS STAGE,SUNDAY,THEATRE AND CIRCUS,16:40:00,17:10:00
THE CHAIN,OUTSIDE CIRCUS STAGE,SUNDAY,THEATRE AND CIRCUS,16:20:00,16:35:00
KIKI AND PASCAL,OUTSIDE CIRCUS STAGE,SUNDAY,THEATRE AND CIRCUS,15:45:00,16:15:00
LE NAVET BÊTE- 'EXTRAVAGANZA',OUTSIDE CIRCUS STAGE,SUNDAY,THEATRE AND CIRCUS,15:00:00,15:40:00
GAZZO,OUTSIDE CIRCUS STAGE,SUNDAY,THEATRE AND CIRCUS,14:10:00,14:55:00
MAPLE STAPLEGUN,OUTSIDE CIRCUS STAGE,SUNDAY,THEATRE AND CIRCUS,13:35:00,14:05:00
SNAP BOOGIE,OUTSIDE CIRCUS STAGE,SUNDAY,THEATRE AND CIRCUS,13:00:00,13:30:00
KIKI BITTOVABITSCH,OUTSIDE CIRCUS STAGE,SUNDAY,THEATRE AND CIRCUS,12:25:00,12:55:00
MR VITA- THE TNT SHOW,OUTSIDE CIRCUS STAGE,SUNDAY,THEATRE AND CIRCUS,11:50:00,12:20:00
CARNIVAL COLLECTIVE,OUTSIDE CIRCUS STAGE,SUNDAY,THEATRE AND CIRCUS,11:00:00,11:45:00
SLAM (HOSTED BY MARCUS MOORE AND SARA-JANE ARBURY),POETRY&WORDS,SUNDAY,THEATRE AND CIRCUS,17:00:00,18:30:00
HELEN GREGORY,POETRY&WORDS,SUNDAY,THEATRE AND CIRCUS,16:45:00,17:00:00
DEANNA RODGER,POETRY&WORDS,SUNDAY,THEATRE AND CIRCUS,16:15:00,16:45:00
VICTORIA SHINEMAN (2013 SLAM WINNER),POETRY&WORDS,SUNDAY,THEATRE AND CIRCUS,15:45:00,16:15:00
RAYMOND ANTROBUS,POETRY&WORDS,SUNDAY,THEATRE AND CIRCUS,15:20:00,15:45:00
ROB AUTON (POET IN RESIDENCE),POETRY&WORDS,SUNDAY,THEATRE AND CIRCUS,14:50:00,15:20:00
MICHAEL ROSEN,POETRY&WORDS,SUNDAY,THEATRE AND CIRCUS,14:00:00,14:50:00
ATILLA THE STOCKBROKER,POETRY&WORDS,SUNDAY,THEATRE AND CIRCUS,13:15:00,14:00:00
JESS GREEN,POETRY&WORDS,SUNDAY,THEATRE AND CIRCUS,12:50:00,13:15:00
SCOTT TYRRELL,POETRY&WORDS,SUNDAY,THEATRE AND CIRCUS,12:25:00,12:50:00
ANTOSH WOJCIK,POETRY&WORDS,SUNDAY,THEATRE AND CIRCUS,12:00:00,12:25:00
BENITA JOHNSON (PRE-SHOW),POETRY&WORDS,SUNDAY,THEATRE AND CIRCUS,11:45:00,12:00:00
THE ILUMINAUGHTY BALL,SENSATION SEEKERS STAGE,SUNDAY,THEATRE AND CIRCUS,22:40:00,23:40:00
WEAPONS OF MASS PERCUSSION,SENSATION SEEKERS STAGE,SUNDAY,THEATRE AND CIRCUS,22:00:00,22:30:00
THE BEATBOX COLLECTIVE,SENSATION SEEKERS STAGE,SUNDAY,THEATRE AND CIRCUS,18:05:00,18:35:00
THE MONSTERS OF SCHLOCK,SENSATION SEEKERS STAGE,SUNDAY,THEATRE AND CIRCUS,17:30:00,18:00:00
THE SIRENS,SENSATION SEEKERS STAGE,SUNDAY,THEATRE AND CIRCUS,16:55:00,17:25:00
GEORGE EGG,SENSATION SEEKERS STAGE,SUNDAY,THEATRE AND CIRCUS,16:30:00,16:50:00
TOURETTESHERO AND CAPTAIN HOTKNIVES,SENSATION SEEKERS STAGE,SUNDAY,THEATRE AND CIRCUS,15:55:00,16:25:00
FELICITY FOOTLOOSE SHOW,SENSATION SEEKERS STAGE,SUNDAY,THEATRE AND CIRCUS,15:20:00,15:50:00
MICHAEL CAMPARI AND THE SOLAR SYSTEM,SENSATION SEEKERS STAGE,SUNDAY,THEATRE AND CIRCUS,14:25:00,15:10:00
GEORGE ORANGE,SENSATION SEEKERS STAGE,SUNDAY,THEATRE AND CIRCUS,13:45:00,14:15:00
TBA,SENSATION SEEKERS STAGE,SUNDAY,THEATRE AND CIRCUS,13:10:00,13:40:00
SCARLET LADY,SENSATION SEEKERS STAGE,SUNDAY,THEATRE AND CIRCUS,12:35:00,13:05:00
THE BEAUBOWBELLES,SENSATION SEEKERS STAGE,SUNDAY,THEATRE AND CIRCUS,12:00:00,12:30:00
GIANT TWISTER WITH MATT BARNARD,SENSATION SEEKERS STAGE,SUNDAY,THEATRE AND CIRCUS,11:30:00,11:55:00
DOC BROWN,CABARET TENT,SUNDAY,THEATRE AND CIRCUS,23:25:00,23:55:00
ANDREW MAXWELL,CABARET TENT,SUNDAY,THEATRE AND CIRCUS,22:50:00,23:20:00
SIMON EVANS,CABARET TENT,SUNDAY,THEATRE AND CIRCUS,22:15:00,22:45:00
JOEY PAGE,CABARET TENT,SUNDAY,THEATRE AND CIRCUS,21:40:00,22:10:00
LES OOH LA LAS,CABARET TENT,SUNDAY,THEATRE AND CIRCUS,21:30:00,21:35:00
MATT RICHARDSON,CABARET TENT,SUNDAY,THEATRE AND CIRCUS,20:55:00,21:25:00
FEEDING THE FISH,CABARET TENT,SUNDAY,THEATRE AND CIRCUS,20:45:00,21:15:00
FRANK SANAZI,CABARET TENT,SUNDAY,THEATRE AND CIRCUS,20:30:00,20:40:00
STEVE RAWLINGS,CABARET TENT,SUNDAY,THEATRE AND CIRCUS,19:55:00,20:25:00
FRANK SANAZI,CABARET TENT,SUNDAY,THEATRE AND CIRCUS,19:40:00,19:50:00
ELEANOR TEIRNAN,CABARET TENT,SUNDAY,THEATRE AND CIRCUS,19:05:00,19:35:00
NATHAN CATON,CABARET TENT,SUNDAY,THEATRE AND CIRCUS,18:30:00,19:00:00
KERNOW KING,CABARET TENT,SUNDAY,THEATRE AND CIRCUS,18:15:00,18:25:00
ALASDAIR BECKETT-KING,CABARET TENT,SUNDAY,THEATRE AND CIRCUS,18:00:00,18:10:00
PAUL DABEK,CABARET TENT,SUNDAY,THEATRE AND CIRCUS,17:45:00,17:55:00
ROD LAVER,CABARET TENT,SUNDAY,THEATRE AND CIRCUS,17:30:00,17:40:00
VICKY ARLIDGE,CABARET TENT,SUNDAY,THEATRE AND CIRCUS,16:55:00,17:25:00
EMILY BEE,CABARET TENT,SUNDAY,THEATRE AND CIRCUS,16:45:00,16:50:00
MITCH BENN,CABARET TENT,SUNDAY,THEATRE AND CIRCUS,16:10:00,16:40:00
SALLY-ANNE HAYWARD,CABARET TENT,SUNDAY,THEATRE AND CIRCUS,15:35:00,16:05:00
TBA,CABARET TENT,SUNDAY,THEATRE AND CIRCUS,15:00:00,15:30:00
PETE MATTHEWS,CABARET TENT,SUNDAY,THEATRE AND CIRCUS,14:45:00,14:55:00
NICK DOODY,CABARET TENT,SUNDAY,THEATRE AND CIRCUS,14:10:00,14:40:00
MARK STEEL,CABARET TENT,SUNDAY,THEATRE AND CIRCUS,13:35:00,14:05:00
ROBIN INCE,CABARET TENT,SUNDAY,THEATRE AND CIRCUS,13:00:00,13:30:00
NEW ART CLUB,CABARET TENT,SUNDAY,THEATRE AND CIRCUS,12:45:00,12:55:00
MARCUS BRIGSTOCKE'S POLICY UNIT,CABARET TENT,SUNDAY,THEATRE AND CIRCUS,11:40:00,12:40:00
THE LOUNGE KITTENS,CABARET TENT,SUNDAY,THEATRE AND CIRCUS,11:00:00,11:30:00
ANDY MARSHALL,BELLA'S BRIDGE,SUNDAY,THEATRE AND CIRCUS,22:45:00,23:30:00
DELORES DELIGHT,BELLA'S BRIDGE,SUNDAY,THEATRE AND CIRCUS,21:45:00,22:30:00
JERRI HART,BELLA'S BRIDGE,SUNDAY,THEATRE AND CIRCUS,20:45:00,21:30:00
RAILROAD BILL,BELLA'S BRIDGE,SUNDAY,THEATRE AND CIRCUS,20:00:00,20:30:00
ANDY MARSHALL,BELLA'S BRIDGE,SUNDAY,THEATRE AND CIRCUS,19:00:00,19:45:00
DELORES DELIGHT,BELLA'S BRIDGE,SUNDAY,THEATRE AND CIRCUS,18:00:00,18:45:00
JERRI HART,BELLA'S BRIDGE,SUNDAY,THEATRE AND CIRCUS,17:10:00,17:55:00
RAILROAD BILL,BELLA'S BRIDGE,SUNDAY,THEATRE AND CIRCUS,16:30:00,17:00:00
THE PEOPLE'S FRONT ROOM,BELLA'S FIELD,SUNDAY,THEATRE AND CIRCUS,22:00:00,3:00:00
RAMSHACKLICIOUS,BELLA'S FIELD,SUNDAY,THEATRE AND CIRCUS,,
GLAM STAN,BELLA'S FIELD,SUNDAY,THEATRE AND CIRCUS,17:30:00,
THE ANTHROPIC ORGAN,BELLA'S FIELD,SUNDAY,THEATRE AND CIRCUS,17:00:00,
CARDISRY WITH DANIEL JOHN,BELLA'S FIELD,SUNDAY,THEATRE AND CIRCUS,16:00:00,
TITILATE AND CREATE,BELLA'S FIELD,SUNDAY,THEATRE AND CIRCUS,15:00:00,19:30:00
THE ANTHROPIC ORGAN,BELLA'S FIELD,SUNDAY,THEATRE AND CIRCUS,15:00:00,
GLAM STAN,BELLA'S FIELD,SUNDAY,THEATRE AND CIRCUS,14:30:00,
THE PEOPLE'S FRONT ROOM,BELLA'S FIELD,SUNDAY,THEATRE AND CIRCUS,14:00:00,18:00:00
STUFF AND THINGS,BELLA'S FIELD,SUNDAY,THEATRE AND CIRCUS,13:00:00,17:00:00
SCOTT WALKER'S 'UP AGAINST THE WALL',BELLA'S FIELD,SUNDAY,THEATRE AND CIRCUS,13:00:00,19:00:00
THE ANTHROPIC ORGAN,BELLA'S FIELD,SUNDAY,THEATRE AND CIRCUS,13:00:00,
GLAM STAN,BELLA'S FIELD,SUNDAY,THEATRE AND CIRCUS,12:30:00,
TOTAL ECLIPSE OF THE HEAD,BELLA'S FIELD,SUNDAY,THEATRE AND CIRCUS,12:00:00,18:00:00
INSECT CIRCUS MUSEUM,BELLA'S FIELD,SUNDAY,THEATRE AND CIRCUS,12:00:00,0:00:00
SKETCH OUY WITH ROSE POPAY,BELLA'S FIELD,SUNDAY,THEATRE AND CIRCUS,11:00:00,15:00:00
DAEMON AND DOPPELGANGER,BELLA'S FIELD,SUNDAY,THEATRE AND CIRCUS,11:00:00,19:00:00
SAM SEBASTIAN,BELLA'S FIELD,SUNDAY,THEATRE AND CIRCUS,,
SOL CINEMA,BELLA'S FIELD,SUNDAY,THEATRE AND CIRCUS,,
THE COCKATOO,CIRCUS FIELD,SUNDAY,THEATRE AND CIRCUS,23:00:00,
THE COCKATOO,CIRCUS FIELD,SUNDAY,THEATRE AND CIRCUS,18:00:00,
THE BIRTHDAY PARTY,CIRCUS FIELD,SUNDAY,THEATRE AND CIRCUS,17:30:00,
THE COCKATOO,CIRCUS FIELD,SUNDAY,THEATRE AND CIRCUS,15:00:00,
MERRY-GO-ROUND,CIRCUS FIELD,SUNDAY,THEATRE AND CIRCUS,15:00:00,17:00:00
KWABANA LINDSEY,CIRCUS FIELD,SUNDAY,THEATRE AND CIRCUS,14:00:00,
ABOVE AND BEYOND,CIRCUS FIELD,SUNDAY,THEATRE AND CIRCUS,13:00:00,16:00:00
THE BULLZINI FAMILY FUNAMBULISTS,CIRCUS FIELD,SUNDAY,THEATRE AND CIRCUS,12:30:00,14:00:00
THE CRATE STACK CHALLENGE,CIRCUS FIELD,SUNDAY,THEATRE AND CIRCUS,12:00:00,13:00:00
MERRY-GO-ROUND,CIRCUS FIELD,SUNDAY,THEATRE AND CIRCUS,12:00:00,14:30:00
RODEO BULL AND MILKING PARLOUR,CIRCUS FIELD,SUNDAY,THEATRE AND CIRCUS,12:00:00,18:00:00
LA FOLLY,CIRCUS FIELD,SUNDAY,THEATRE AND CIRCUS,12:00:00,17:00:00
JOE HOARE'S LAUGHTER WORKSHOP,CIRCUS FIELD,SUNDAY,THEATRE AND CIRCUS,11:00:00,12:00:00
THE SLACKLINE SCHOOL,CIRCUS FIELD,SUNDAY,THEATRE AND CIRCUS,10:00:00,17:00:00
BOSCO CIRCUS AND FUSE PRODUCTION,CIRCUS FIELD,SUNDAY,THEATRE AND CIRCUS,,
CIRCUS SKILLS WORKSHOP,CIRCUS FIELD,SUNDAY,THEATRE AND CIRCUS,,
F.R.E.E. NORTH SOMERSET PARCOUR,CIRCUS FIELD,SUNDAY,THEATRE AND CIRCUS,,
DYNAMIX,CIRCUS FIELD,SUNDAY,THEATRE AND CIRCUS,,
ZOIELOGIC DANCE THEATRE,GLEBELAND GROUND AND AROUND,SUNDAY,THEATRE AND CIRCUS,18:30:00,
CREATURE FEATURE,GLEBELAND GROUND AND AROUND,SUNDAY,THEATRE AND CIRCUS,18:00:00,
THE CINESE LION,GLEBELAND GROUND AND AROUND,SUNDAY,THEATRE AND CIRCUS,18:00:00,
ZOIELOGIC DANCE THEATRE,GLEBELAND GROUND AND AROUND,SUNDAY,THEATRE AND CIRCUS,17:00:00,
JAIPUR KAWA CIRCUS,GLEBELAND GROUND AND AROUND,SUNDAY,THEATRE AND CIRCUS,16:00:00,
CLAYHEAD,GLEBELAND GROUND AND AROUND,SUNDAY,THEATRE AND CIRCUS,15:30:00,
ZOIELOGIC DANCE THEATRE,GLEBELAND GROUND AND AROUND,SUNDAY,THEATRE AND CIRCUS,15:15:00,
CREATURE FEATURE,GLEBELAND GROUND AND AROUND,SUNDAY,THEATRE AND CIRCUS,15:00:00,
THE PINK LADIES,GLEBELAND GROUND AND AROUND,SUNDAY,THEATRE AND CIRCUS,15:00:00,
MINISTRY OF HAPPY,GLEBELAND GROUND AND AROUND,SUNDAY,THEATRE AND CIRCUS,13:00:00,
CREATURE FEATURE,GLEBELAND GROUND AND AROUND,SUNDAY,THEATRE AND CIRCUS,12:00:00,
THE PINK LADIES,GLEBELAND GROUND AND AROUND,SUNDAY,THEATRE AND CIRCUS,12:00:00,
BRAMBLE FM,GLEBELAND GROUND AND AROUND,SUNDAY,THEATRE AND CIRCUS,12:00:00,15:00:00
SWING BOATS,GLEBELAND GROUND AND AROUND,SUNDAY,THEATRE AND CIRCUS,11:30:00,19:00:00
JAIPUR KAWA CIRCUS,GLEBELAND GROUND AND AROUND,SUNDAY,THEATRE AND CIRCUS,11:00:00,
MAMADOO,CIRCUS CENTRAL,SUNDAY,THEATRE AND CIRCUS,23:00:00,23:20:00
BARREN CARROUSEL,CIRCUS CENTRAL,SUNDAY,THEATRE AND CIRCUS,17:40:00,18:25:00
SNAP BOOGIE,CIRCUS CENTRAL,SUNDAY,THEATRE AND CIRCUS,17:00:00,17:30:00
PICK & MIX CIRCUS,CIRCUS CENTRAL,SUNDAY,THEATRE AND CIRCUS,16:35:00,16:55:00
THEAKER,CIRCUS CENTRAL,SUNDAY,THEATRE AND CIRCUS,16:00:00,16:20:00
JAMES BUSTAR,CIRCUS CENTRAL,SUNDAY,THEATRE AND CIRCUS,15:25:00,15:55:00
BARREN CARROUSEL,CIRCUS CENTRAL,SUNDAY,THEATRE AND CIRCUS,13:15:00,13:45:00
ZANZIBAR,CIRCUS CENTRAL,SUNDAY,THEATRE AND CIRCUS,13:50:00,14:20:00
CARIBBEAN REPUBLIC OF SANTA CANDELA,CIRCUS CENTRAL,SUNDAY,THEATRE AND CIRCUS,13:15:00,13:45:00
GAZZO,CIRCUS CENTRAL,SUNDAY,THEATRE AND CIRCUS,12:40:00,13:10:00
THEAKER,CIRCUS CENTRAL,SUNDAY,THEATRE AND CIRCUS,12:15:00,12:35:00
DAN THE HAT,CIRCUS CENTRAL,SUNDAY,THEATRE AND CIRCUS,11:40:00,12:10:00
ANGIE MACK,CIRCUS CENTRAL,SUNDAY,THEATRE AND CIRCUS,11:05:00,11:35:00
FATT MATT,CIRCUS CENTRAL,SUNDAY,THEATRE AND CIRCUS,10:30:00,11:00:00
CHINESE LION,CIRCUS CENTRAL,SUNDAY,THEATRE AND CIRCUS,10:20:00,10:30:00
